Location,Size (sqft),Bedrooms,Bathrooms,Year Built,Garage,Balcony,Garden,Flooring_Type,Kitchen,Dining,Lift,Floor,Price
Paba,2542,3,1,2011,Yes,2,No,Marble,1,1,Yes,4,7561372
Paba,2944,2,1,1990,Yes,2,No,Marble,2,1,Yes,1,8096562
Rajpara,1931,3,3,1999,No,1,No,Cement,1,1,Yes,3,7558610
Rajpara,1092,2,1,2005,Yes,0,No,Tile,1,1,Yes,5,4213132
Rajpara,937,5,1,2013,No,2,Yes,Wood,1,1,Yes,2,3666651
Paba,2568,5,2,2013,No,1,Yes,Marble,1,1,Yes,7,7685184
Boalia,2465,1,1,2003,Yes,1,Yes,Tile,2,1,Yes,10,8084535
Boalia,1391,3,3,2015,Yes,0,Yes,Wood,1,1,No,10,4812438
Rajpara,2116,1,1,2007,No,1,No,Marble,1,1,Yes,7,8229579
Shah Makhdum,2622,3,2,2009,No,0,Yes,Tile,2,1,Yes,10,8886228
Boalia,2964,1,3,2013,No,2,Yes,Marble,1,1,Yes,5,10777941
Paba,1541,5,3,2015,Yes,1,No,Tile,1,1,Yes,10,4967452
Motihar,2722,5,3,2018,No,2,No,Tile,2,1,Yes,6,10693233
Motihar,658,1,2,2011,Yes,1,No,Tile,1,1,No,1,2310912
Motihar,2662,3,3,2000,No,1,No,Wood,2,1,Yes,4,10129917
Shah Makhdum,1854,4,2,2000,No,2,No,Cement,2,1,Yes,4,6220504
Rajpara,2846,3,2,1992,Yes,1,No,Tile,2,1,Yes,8,12161933
Paba,1977,1,1,2010,Yes,2,Yes,Tile,2,1,Yes,2,5552929
Shah Makhdum,634,3,3,2000,Yes,2,Yes,Marble,1,1,Yes,1,1916608
Paba,761,2,1,1997,Yes,0,No,Marble,2,1,No,7,2448399
Paba,1494,3,1,2020,Yes,2,No,Wood,1,1,Yes,6,4468916
Rajpara,1070,5,2,1999,Yes,0,No,Cement,1,1,Yes,5,4239274
Motihar,2046,5,1,1995,No,2,Yes,Marble,1,1,Yes,8,7765649
Rajpara,947,2,1,2006,No,1,No,Wood,1,1,Yes,2,3540516
Shah Makhdum,1293,3,1,1996,Yes,2,No,Wood,1,1,Yes,2,4243221
Shah Makhdum,1534,4,3,2021,No,1,No,Wood,1,1,Yes,9,5211156
Shah Makhdum,1512,3,1,2002,Yes,0,Yes,Tile,1,1,Yes,1,5164567
Rajpara,746,5,2,1995,No,1,No,Cement,1,1,Yes,6,2703729
Paba,2311,5,3,1992,Yes,2,No,Cement,1,1,Yes,3,7231381
Paba,1274,1,2,2016,No,1,No,Cement,1,1,Yes,5,3509532
Boalia,2039,5,3,2015,No,0,Yes,Tile,2,1,Yes,8,7802862
Shah Makhdum,2117,1,3,1993,No,1,No,Tile,2,1,Yes,7,6750338
Paba,1879,5,3,2010,No,1,Yes,Marble,2,1,Yes,4,5947503
Boalia,1285,5,2,2017,Yes,2,Yes,Marble,1,1,Yes,8,4607110
Paba,1726,4,1,2007,No,2,No,Marble,2,1,Yes,10,5646025
Shah Makhdum,720,1,3,2021,Yes,1,Yes,Wood,2,1,No,2,2522261
Motihar,2997,1,2,2022,Yes,0,No,Cement,2,1,Yes,7,10884949
Shah Makhdum,641,5,3,2015,Yes,1,No,Tile,1,1,Yes,5,2044172
Rajpara,628,1,1,2006,No,0,Yes,Marble,1,1,Yes,6,2514130
Paba,1565,5,3,2018,Yes,0,No,Wood,1,1,Yes,3,4392358
Paba,2515,5,2,2009,No,0,No,Tile,1,1,Yes,10,8154541
Rajpara,2600,3,3,2019,No,1,Yes,Wood,2,1,Yes,7,10087181
Rajpara,2661,1,2,1994,No,0,No,Wood,2,1,Yes,7,9765778
Motihar,1519,2,1,1995,No,1,No,Wood,2,1,Yes,2,5373378
Paba,1417,1,1,1999,No,0,No,Cement,2,1,Yes,1,4262310
Paba,2108,1,3,1995,Yes,0,Yes,Tile,1,1,No,10,6806755
Motihar,1812,4,1,1999,Yes,1,No,Tile,1,1,Yes,2,7062172
Boalia,1471,2,2,2010,Yes,2,Yes,Wood,1,1,Yes,8,4854861
Motihar,894,2,3,1993,Yes,2,No,Cement,2,1,Yes,10,3259139
Shah Makhdum,1463,4,2,2002,Yes,1,No,Wood,1,1,Yes,3,5127311
Paba,1637,4,3,1999,Yes,1,No,Marble,1,1,Yes,4,4471808
Rajpara,1194,1,2,2005,No,2,No,Tile,2,1,Yes,8,5248191
Shah Makhdum,1782,3,3,2008,No,2,No,Tile,2,1,Yes,3,6165272
Paba,2117,4,2,1995,Yes,2,No,Cement,1,1,Yes,6,6577709
Motihar,1952,2,2,2015,No,1,No,Tile,1,1,No,2,8075099
Shah Makhdum,1213,2,3,1998,Yes,0,No,Tile,1,1,No,3,3611803
Paba,2472,1,2,1999,No,1,Yes,Tile,1,1,Yes,1,8072448
Boalia,2203,3,1,1992,No,2,Yes,Cement,1,1,Yes,9,7267262
Boalia,2183,5,2,2008,No,0,No,Wood,1,1,Yes,4,7711117
Rajpara,2192,4,3,1995,No,1,No,Tile,2,1,Yes,6,8748292
Paba,1755,4,1,2018,No,2,Yes,Wood,2,1,Yes,7,5278118
Boalia,1064,1,1,2008,No,1,Yes,Cement,2,1,Yes,2,3550744
Motihar,2079,3,2,2004,No,0,Yes,Wood,1,1,No,8,8343620
Paba,1890,2,2,2010,No,2,No,Marble,2,1,Yes,9,5945089
Motihar,2893,2,2,2012,No,1,No,Tile,1,1,Yes,10,11991524
Motihar,1167,5,1,2009,Yes,0,No,Cement,1,1,Yes,2,4440800
Boalia,637,2,1,1991,Yes,0,No,Cement,2,1,No,5,2250944
Paba,844,4,1,2021,Yes,1,No,Wood,1,1,Yes,2,2736268
Shah Makhdum,620,5,3,2017,No,0,No,Tile,1,1,Yes,5,2150433
Boalia,1733,3,3,1993,No,2,Yes,Cement,2,1,Yes,7,6246902
Boalia,2229,5,2,1996,Yes,0,Yes,Marble,2,1,No,6,8301412
Paba,993,3,3,1992,No,1,No,Wood,2,1,Yes,4,2982062
Paba,2033,2,3,2014,No,2,No,Marble,1,1,No,2,5962620
Motihar,1586,1,2,1998,No,0,No,Marble,2,1,Yes,7,6465633
Paba,2271,5,2,2012,No,0,No,Wood,2,1,Yes,10,7190810
Motihar,2655,5,1,2012,No,2,No,Marble,1,1,Yes,9,9569238
Boalia,2975,4,1,2015,Yes,2,Yes,Wood,2,1,Yes,1,9470470
Rajpara,2510,4,2,2007,No,0,Yes,Wood,2,1,Yes,3,10171724
Shah Makhdum,889,3,2,2013,Yes,2,No,Cement,2,1,No,7,3039166
Boalia,2386,1,3,2016,No,1,No,Cement,1,1,Yes,9,7928775
Paba,1511,4,3,1991,Yes,0,No,Marble,1,1,Yes,5,4775420
Shah Makhdum,960,4,3,1990,No,1,No,Marble,1,1,Yes,7,3019166
Rajpara,2222,2,2,2005,No,0,No,Marble,1,1,Yes,10,8595955
Rajpara,818,2,2,2013,Yes,1,No,Marble,2,1,Yes,7,3057890
Motihar,2615,4,1,2000,No,1,Yes,Marble,1,1,Yes,4,10800115
Shah Makhdum,2640,3,3,2015,No,2,Yes,Cement,1,1,Yes,5,7984539
Motihar,2644,1,1,1995,No,0,Yes,Marble,2,1,Yes,2,9603492
Boalia,1431,4,2,2015,No,2,No,Marble,2,1,No,8,4839701
Shah Makhdum,2393,3,3,2018,No,2,Yes,Tile,2,1,Yes,1,7327805
Boalia,2391,3,1,1990,Yes,0,No,Wood,1,1,No,2,7804305
Motihar,1843,4,2,1998,Yes,1,No,Wood,1,1,Yes,3,6799531
Shah Makhdum,1194,3,1,2016,Yes,0,No,Cement,1,1,Yes,7,3799229
Motihar,2754,5,3,1996,No,0,Yes,Wood,2,1,Yes,6,10573561
Shah Makhdum,1180,3,1,1992,Yes,0,Yes,Marble,2,1,Yes,7,3516588
Motihar,2347,4,1,1998,No,2,No,Wood,1,1,No,5,9416995
Rajpara,2655,3,2,1991,No,0,Yes,Cement,2,1,Yes,4,10219688
Motihar,2836,4,3,1999,No,0,Yes,Wood,2,1,Yes,7,11677629
Rajpara,680,2,1,2006,No,0,Yes,Wood,2,1,No,3,2627276
Motihar,2755,4,2,2020,No,1,Yes,Tile,1,1,Yes,10,11228795
Shah Makhdum,1944,3,3,1990,No,1,Yes,Tile,2,1,Yes,7,6037326
Shah Makhdum,2202,4,2,2007,No,1,No,Marble,2,1,Yes,2,7054620
Shah Makhdum,945,1,3,1995,No,1,No,Wood,1,1,No,8,2946800
Paba,2486,4,2,1993,No,2,No,Marble,1,1,Yes,6,7289591
Boalia,2975,4,2,1993,No,2,Yes,Wood,2,1,Yes,3,10659447
Shah Makhdum,1154,1,2,1993,Yes,0,No,Marble,2,1,Yes,3,3835289
Rajpara,901,1,1,1990,Yes,2,No,Marble,1,1,No,5,3871037
Shah Makhdum,799,1,1,2020,No,1,Yes,Wood,1,1,Yes,3,2592110
Paba,1662,5,2,2008,No,0,No,Tile,2,1,Yes,6,4703636
Rajpara,906,4,3,2010,No,0,Yes,Cement,2,1,Yes,2,3978847
Paba,2256,1,2,2019,No,1,No,Marble,2,1,No,8,7016755
Rajpara,2471,1,1,1996,Yes,1,No,Cement,2,1,No,9,9636410
Motihar,2826,2,3,1994,No,1,No,Wood,1,1,No,7,11744390
Boalia,2446,5,1,1991,No,2,Yes,Marble,2,1,Yes,3,9345998
Boalia,2364,4,2,1992,No,0,No,Wood,2,1,Yes,10,7578221
Paba,875,3,1,2004,No,1,Yes,Marble,1,1,Yes,4,2372908
Boalia,1775,5,1,1999,No,0,No,Tile,2,1,No,10,5646487
Paba,2001,5,1,1998,Yes,0,No,Marble,1,1,Yes,2,6225488
Paba,1237,2,2,2012,No,2,Yes,Marble,2,1,Yes,9,3867514
Paba,2375,4,1,2003,No,0,No,Marble,2,1,No,5,7444239
Boalia,1529,4,2,2022,No,1,No,Wood,1,1,Yes,2,5490895
Paba,2480,1,2,2005,No,1,No,Tile,1,1,Yes,10,7120811
Boalia,782,1,1,2009,Yes,0,Yes,Wood,2,1,Yes,6,2554786
Paba,2444,5,3,1997,Yes,0,No,Cement,2,1,Yes,7,7959411
Shah Makhdum,671,2,1,2020,Yes,2,No,Tile,2,1,No,2,2324618
Paba,2276,4,1,1997,No,1,No,Marble,1,1,Yes,1,6476339
Rajpara,1895,2,1,2014,Yes,1,No,Marble,2,1,Yes,7,7076592
Paba,2916,3,3,2002,Yes,0,No,Marble,1,1,Yes,1,8529896
Motihar,1643,4,3,2007,No,0,No,Cement,1,1,Yes,3,5679504
Paba,1414,1,2,2006,Yes,0,Yes,Cement,2,1,Yes,4,3955358
Rajpara,2126,5,3,2001,No,1,No,Marble,1,1,Yes,2,8300412
Rajpara,2794,2,3,2005,No,0,No,Marble,2,1,Yes,7,10592040
Boalia,909,1,1,2002,No,2,No,Cement,2,1,Yes,5,3332188
Shah Makhdum,2661,5,2,2000,Yes,2,No,Wood,2,1,Yes,1,9204862
Paba,731,1,2,2003,Yes,0,Yes,Tile,2,1,Yes,8,2372448
Boalia,2477,4,3,2017,No,2,No,Tile,2,1,No,10,8850307
Shah Makhdum,1339,2,3,2013,No,2,No,Cement,1,1,No,7,4459182
Paba,1394,3,1,2006,No,2,Yes,Cement,1,1,No,4,4177007
Motihar,2910,1,3,1998,Yes,2,No,Wood,2,1,Yes,2,10276614
Paba,857,2,3,2019,No,2,No,Marble,2,1,Yes,7,2640435
Rajpara,1857,4,2,1992,No,1,Yes,Cement,1,1,Yes,2,7205091
Rajpara,2451,1,3,1997,No,0,Yes,Wood,1,1,Yes,6,8834959
Motihar,1574,4,1,2007,No,2,No,Cement,1,1,Yes,1,6070862
Boalia,1647,3,2,2019,No,0,No,Marble,1,1,Yes,7,5416749
Shah Makhdum,870,3,2,1992,No,2,Yes,Cement,2,1,No,7,2999206
Paba,1718,5,3,2017,Yes,1,No,Marble,2,1,Yes,4,5601310
Rajpara,741,5,1,2014,No,1,No,Wood,1,1,Yes,4,2763736
Boalia,1501,5,2,2019,Yes,2,No,Tile,2,1,No,10,4759054
Motihar,873,4,1,1996,No,2,No,Wood,1,1,Yes,5,2988343
Rajpara,2923,5,1,2018,No,2,No,Tile,2,1,No,2,12657861
Motihar,1064,2,3,1991,Yes,1,No,Wood,1,1,No,9,3761808
Paba,1831,4,1,2015,Yes,1,Yes,Tile,2,1,No,10,5421956
Shah Makhdum,1919,4,2,1996,Yes,0,No,Wood,1,1,Yes,4,5596923
Rajpara,887,5,3,2007,No,1,No,Marble,1,1,Yes,9,3458126
Rajpara,1475,5,2,1995,No,2,Yes,Tile,2,1,Yes,3,6236801
Paba,2592,4,1,2016,Yes,0,No,Tile,1,1,Yes,9,7630851
Boalia,2827,3,1,2013,No,1,Yes,Marble,2,1,Yes,1,10439845
Shah Makhdum,1720,3,3,2022,No,1,No,Marble,2,1,Yes,7,5711874
Rajpara,1814,5,3,2020,Yes,2,No,Tile,1,1,Yes,4,7281117
Shah Makhdum,1046,3,2,2011,Yes,0,No,Tile,2,1,Yes,7,3506332
Rajpara,1321,2,2,2013,No,1,Yes,Tile,2,1,No,10,5684647
Shah Makhdum,2763,2,1,2017,No,1,Yes,Cement,2,1,No,6,9359738
Motihar,1951,2,3,2009,No,2,No,Wood,2,1,Yes,4,7698089
Rajpara,1006,4,1,2007,Yes,0,No,Marble,2,1,Yes,4,4186426
Shah Makhdum,2325,4,1,2021,Yes,0,No,Marble,1,1,No,8,6935714
Boalia,1293,4,2,2022,No,0,Yes,Wood,2,1,Yes,7,4933403
Motihar,1094,4,2,1999,Yes,0,Yes,Marble,2,1,No,4,3912477
Motihar,1547,4,2,1998,Yes,2,No,Marble,2,1,No,6,5701010
Boalia,622,5,3,2014,Yes,1,No,Tile,2,1,Yes,6,2184831
Shah Makhdum,1728,3,2,2002,No,1,Yes,Marble,2,1,No,1,5116185
Paba,2298,5,3,1994,No,0,No,Cement,1,1,Yes,2,7023022
Boalia,1157,3,1,2020,No,0,No,Cement,2,1,Yes,4,3792501
Shah Makhdum,2216,5,3,2020,No,0,Yes,Tile,1,1,Yes,6,7691637
Boalia,1540,2,2,2015,Yes,1,No,Tile,1,1,Yes,6,5808992
Boalia,1845,1,3,1996,No,1,No,Marble,1,1,No,1,6514875
Rajpara,2256,4,3,2009,Yes,0,No,Tile,1,1,Yes,8,8932814
Shah Makhdum,677,1,2,2011,No,2,No,Tile,2,1,Yes,2,1994215
Paba,1945,1,2,1994,No,1,No,Wood,1,1,Yes,5,6212291
Rajpara,1406,2,1,2001,No,1,Yes,Tile,1,1,No,4,5488315
Boalia,1641,1,3,2010,Yes,0,No,Cement,2,1,No,5,5452102
Boalia,1367,1,1,1998,No,2,No,Marble,2,1,No,5,5258450
Boalia,1053,2,1,2018,Yes,0,No,Tile,2,1,Yes,10,3809552
Shah Makhdum,2924,3,3,2016,No,0,Yes,Wood,1,1,Yes,8,8559343
Shah Makhdum,2047,5,1,2006,No,2,No,Marble,2,1,Yes,10,6945121
Rajpara,2099,1,3,2013,No,2,No,Marble,2,1,Yes,7,8816475
Paba,1650,4,1,2016,No,2,No,Marble,1,1,Yes,9,4852188
Rajpara,2488,2,1,1997,No,1,No,Wood,2,1,Yes,1,9202991
Motihar,962,1,3,2018,Yes,0,No,Cement,2,1,Yes,6,3653731
Boalia,1124,3,2,2008,No,1,Yes,Wood,2,1,No,6,4141179
Boalia,1817,3,3,1999,Yes,2,No,Wood,2,1,Yes,2,5820233
Boalia,2085,4,2,2013,No,1,No,Marble,1,1,Yes,8,6806292
Rajpara,2703,1,3,2020,No,2,No,Wood,2,1,Yes,6,11069165
Rajpara,1853,4,3,1993,No,2,No,Marble,2,1,No,10,7500269
Boalia,2455,3,2,2020,No,0,No,Tile,1,1,No,9,9288643
Rajpara,1321,3,2,1998,No,0,No,Tile,2,1,No,10,5616672
Shah Makhdum,2583,5,3,2015,Yes,0,Yes,Wood,1,1,Yes,5,8957975
Shah Makhdum,1807,3,3,2002,No,1,No,Cement,2,1,No,7,5743032
Rajpara,2048,2,3,2015,Yes,0,No,Marble,1,1,Yes,6,8663532
Boalia,1998,5,2,1990,No,2,Yes,Wood,1,1,Yes,5,6361835
Rajpara,2688,4,3,1998,Yes,0,Yes,Wood,1,1,No,6,10310075
Rajpara,2107,3,2,2020,Yes,1,Yes,Cement,1,1,Yes,4,8671185
Rajpara,1603,2,1,2013,No,0,No,Marble,2,1,Yes,3,6750148
Motihar,2907,5,2,2011,Yes,0,No,Wood,1,1,Yes,1,11202340
Shah Makhdum,1525,2,1,1998,No,0,Yes,Cement,2,1,Yes,1,4861198
Paba,1455,5,3,2012,Yes,1,Yes,Marble,1,1,No,6,4132141
Paba,683,5,3,2009,Yes,2,No,Tile,1,1,Yes,9,1915481
Motihar,2693,5,2,2010,No,2,No,Cement,1,1,Yes,8,11001892
Rajpara,2142,4,1,2016,Yes,2,Yes,Wood,2,1,Yes,2,7954894
Motihar,1585,5,3,1994,Yes,0,No,Tile,1,1,Yes,9,5945046
Motihar,2468,5,3,2006,No,0,No,Marble,2,1,Yes,8,10107066
Boalia,735,2,1,1998,Yes,1,No,Cement,2,1,Yes,9,2391247
Shah Makhdum,1806,5,3,1999,No,2,No,Tile,2,1,Yes,4,5348703
Paba,2332,4,3,1991,Yes,0,No,Tile,2,1,Yes,9,7265358
Rajpara,1795,2,2,2014,Yes,0,Yes,Wood,2,1,No,2,6938142
Paba,1508,5,3,1992,No,0,Yes,Tile,2,1,Yes,1,4465826
Paba,1189,2,1,1996,Yes,1,No,Wood,2,1,Yes,9,3656598
Shah Makhdum,2551,4,3,2017,Yes,2,No,Marble,2,1,Yes,10,7965611
Paba,1555,2,2,1998,Yes,1,No,Wood,2,1,Yes,8,4944752
Paba,1743,4,3,2000,Yes,2,No,Cement,1,1,No,7,5719464
Motihar,1931,3,1,2018,No,2,Yes,Tile,1,1,No,8,7973342
Shah Makhdum,2153,5,3,2005,Yes,0,No,Marble,1,1,Yes,1,6952229
Boalia,2942,4,1,2018,No,0,No,Wood,1,1,No,9,9998009
Rajpara,2406,5,2,2002,No,0,No,Wood,1,1,Yes,10,9496447
Paba,2700,4,3,2000,No,0,No,Wood,2,1,Yes,9,7824853
Rajpara,1405,1,3,1997,No,0,No,Marble,2,1,Yes,9,5554498
Boalia,2055,1,2,1996,Yes,2,No,Marble,2,1,Yes,6,6491911
Rajpara,651,1,1,1994,No,0,No,Cement,2,1,Yes,4,2372355
Boalia,671,4,1,1995,Yes,0,No,Marble,2,1,No,2,2475947
Motihar,627,5,3,2019,No,1,Yes,Wood,2,1,Yes,4,2303885
Paba,1068,1,1,2000,No,1,No,Marble,2,1,No,7,3392655
Boalia,1363,5,1,2016,Yes,2,No,Wood,1,1,No,1,4751364
Rajpara,2024,4,3,2010,No,2,No,Cement,1,1,Yes,9,8591341
Paba,2848,5,1,2003,No,1,No,Cement,1,1,Yes,3,8823533
Motihar,1419,5,1,2018,Yes,1,No,Wood,1,1,Yes,4,5069747
Paba,2089,1,3,2013,Yes,0,No,Marble,2,1,No,5,6201475
Boalia,2275,2,3,2021,No,0,No,Marble,2,1,Yes,3,8287899
Motihar,1159,3,1,1995,No,2,Yes,Tile,2,1,Yes,4,4255000
Rajpara,978,4,3,1999,No,1,No,Cement,1,1,Yes,5,3672039
Motihar,2518,4,1,2009,No,2,No,Cement,2,1,Yes,1,9644681
Motihar,1675,4,1,2009,No,0,No,Wood,2,1,Yes,9,6076854
Shah Makhdum,678,3,1,2015,No,2,No,Tile,2,1,Yes,10,2210536
Motihar,2008,2,1,2010,Yes,2,No,Marble,1,1,Yes,10,7282048
Motihar,1433,5,3,2012,Yes,2,No,Wood,2,1,Yes,4,5888197
Paba,1631,4,3,2001,No,0,No,Marble,1,1,Yes,9,4740242
Rajpara,2672,5,2,2002,No,2,Yes,Marble,1,1,Yes,4,11558965
Paba,1049,1,3,1999,Yes,0,No,Marble,1,1,Yes,1,3008205
Paba,2592,1,2,1996,Yes,1,No,Tile,1,1,Yes,5,7938447
Boalia,2084,1,1,2001,No,2,No,Cement,2,1,Yes,9,6754562
Paba,2845,4,3,2014,No,2,Yes,Cement,1,1,Yes,3,9010180
Shah Makhdum,2342,3,1,1991,No,0,No,Marble,1,1,Yes,5,7045062
Shah Makhdum,2570,4,2,2015,No,2,No,Tile,2,1,Yes,3,8822741
Boalia,2150,1,3,1994,Yes,0,No,Marble,2,1,Yes,3,7453431
Rajpara,1289,1,3,1997,Yes,2,No,Marble,1,1,Yes,1,4737889
Rajpara,2590,4,3,1998,Yes,1,Yes,Wood,2,1,Yes,2,10077251
Paba,2001,3,3,2009,Yes,1,No,Tile,1,1,No,2,6338838
Paba,1186,3,1,2000,No,1,No,Tile,1,1,No,9,3256491
Paba,2751,5,3,2011,No,2,No,Cement,1,1,No,7,8460528
Rajpara,2429,2,2,2005,No,2,Yes,Cement,1,1,No,8,9730119
Motihar,2585,1,3,1999,No,1,No,Marble,2,1,Yes,2,9449469
Shah Makhdum,1226,3,2,2014,Yes,1,No,Wood,1,1,Yes,9,4123767
Motihar,2631,1,2,2008,No,0,No,Wood,2,1,Yes,3,9102878
Motihar,963,2,1,1993,No,0,No,Wood,2,1,Yes,10,3657674
Rajpara,2782,1,3,2008,No,1,No,Marble,2,1,Yes,2,11143274
Motihar,973,3,2,1992,Yes,1,No,Cement,2,1,No,1,3391555
Boalia,2686,5,3,2006,No,2,Yes,Tile,1,1,Yes,9,8716649
Paba,2587,4,1,2003,No,1,Yes,Marble,2,1,Yes,8,7620765
Boalia,2694,4,1,1999,Yes,0,No,Wood,1,1,Yes,4,9497874
Shah Makhdum,2683,3,3,1995,Yes,0,Yes,Wood,2,1,Yes,7,7818383
Paba,2742,3,2,2020,No,0,No,Marble,2,1,Yes,3,7422741
Motihar,1984,2,1,2020,No,0,Yes,Wood,1,1,No,3,7075696
Shah Makhdum,2148,1,2,1998,Yes,0,Yes,Tile,1,1,Yes,4,6856841
Paba,1769,2,2,2001,No,0,Yes,Marble,1,1,No,2,4819051
Motihar,2540,4,3,2015,Yes,1,No,Tile,2,1,Yes,10,10102237
Boalia,967,1,1,1991,No,0,No,Cement,2,1,No,4,3148890
Paba,664,2,3,1993,Yes,0,No,Wood,1,1,Yes,10,2100608
Motihar,1353,4,3,2021,No,0,No,Wood,1,1,Yes,3,4837783
Boalia,2143,1,3,2017,Yes,0,No,Cement,1,1,Yes,8,7270413
Shah Makhdum,2635,5,2,1995,Yes,1,No,Cement,1,1,No,2,8396742
Shah Makhdum,2476,5,3,2019,Yes,2,No,Cement,2,1,No,9,7681179
Shah Makhdum,2178,2,1,2017,Yes,2,No,Wood,1,1,Yes,3,6305563
Shah Makhdum,1355,3,2,2002,No,2,No,Cement,1,1,Yes,4,4690315
Rajpara,2828,1,3,1999,Yes,2,No,Marble,1,1,No,10,10828901
Paba,2124,2,1,1999,No,0,No,Cement,1,1,Yes,10,5908164
Paba,1196,3,3,1994,Yes,2,No,Marble,2,1,Yes,3,3324295
Rajpara,2434,3,3,2018,Yes,2,No,Marble,1,1,Yes,3,10660165
Motihar,1995,1,3,2001,Yes,1,Yes,Tile,2,1,Yes,8,7009480
Motihar,2186,1,2,2011,Yes,1,No,Marble,1,1,No,8,8051859
Shah Makhdum,711,3,3,1991,Yes,1,Yes,Marble,1,1,No,6,2078450
Boalia,1052,4,1,2003,No,0,No,Cement,2,1,Yes,4,3855402
Motihar,2786,2,3,1999,No,0,No,Wood,1,1,Yes,1,10791658
Boalia,2471,1,3,1992,No,0,No,Cement,2,1,No,4,8706564
Paba,2878,3,2,1997,No,1,Yes,Tile,2,1,Yes,8,9248465
Boalia,1862,4,3,2006,No,2,Yes,Tile,1,1,No,6,6612587
Paba,852,5,1,1993,Yes,1,Yes,Wood,2,1,Yes,2,2788867
Rajpara,2604,3,1,2010,No,0,No,Marble,2,1,Yes,3,10671775
Rajpara,2059,4,3,2019,No,1,No,Tile,2,1,No,7,7996069
Shah Makhdum,2542,5,1,2008,No,2,No,Wood,2,1,Yes,4,7380742
Motihar,1926,4,1,2004,No,0,No,Cement,2,1,Yes,4,7648549
Shah Makhdum,2719,1,3,2009,Yes,2,No,Cement,2,1,Yes,5,8480922
Paba,2457,3,1,2019,No,2,No,Cement,2,1,Yes,8,7517243
Shah Makhdum,2869,5,1,1999,No,0,Yes,Marble,2,1,Yes,7,9871835
Boalia,1700,4,3,2012,No,2,Yes,Marble,1,1,No,9,5364113
Paba,661,5,2,2013,No,1,No,Wood,1,1,No,5,2085962
Rajpara,2094,2,2,2001,Yes,2,No,Tile,2,1,Yes,1,8267589
Motihar,1780,3,3,1998,Yes,2,No,Cement,1,1,Yes,4,6255428
Paba,1405,1,2,2004,No,2,No,Marble,2,1,Yes,6,4284511
Paba,2772,5,2,2018,No,1,No,Marble,2,1,Yes,6,8370245
Boalia,2475,4,2,2007,Yes,2,No,Tile,1,1,Yes,9,9255548
Motihar,2808,5,2,2009,Yes,2,Yes,Cement,2,1,No,10,10716416
Rajpara,1140,4,3,1990,Yes,1,No,Cement,2,1,Yes,5,4858544
Paba,1225,5,2,1992,Yes,0,No,Tile,2,1,No,5,3707699
Paba,2214,1,2,1997,No,0,Yes,Wood,2,1,Yes,6,6571522
Boalia,705,1,3,2020,No,0,No,Wood,1,1,Yes,6,2403929
Shah Makhdum,1754,3,3,1997,Yes,2,No,Tile,2,1,Yes,3,5246505
Rajpara,2308,1,2,2004,Yes,0,No,Tile,2,1,Yes,6,9387154
Motihar,2508,5,1,2011,Yes,1,No,Wood,2,1,Yes,8,9614744
Paba,2649,5,3,2021,Yes,2,No,Tile,1,1,No,6,8703140
Paba,2880,1,3,1994,No,2,No,Cement,2,1,Yes,5,8488642
Rajpara,968,2,2,1998,No,2,No,Wood,1,1,No,3,3811227
Shah Makhdum,1874,5,1,2004,No,0,Yes,Wood,1,1,Yes,1,5593660
Paba,1545,3,3,2022,Yes,0,No,Wood,2,1,No,5,4725448
Rajpara,2827,2,3,2011,No,0,No,Cement,2,1,Yes,6,12094702
Boalia,892,1,3,2000,No,2,Yes,Tile,1,1,No,6,2964603
Shah Makhdum,1183,4,1,1995,No,1,No,Marble,2,1,Yes,6,3413913
Motihar,2822,5,3,2006,No,2,No,Marble,1,1,No,3,11134257
Paba,2770,4,3,1994,Yes,1,No,Cement,1,1,No,4,7531143
Rajpara,2874,3,1,1998,Yes,2,No,Cement,2,1,Yes,3,11287408
Boalia,1364,2,3,2018,Yes,1,No,Tile,2,1,Yes,2,4881615
Motihar,2712,4,1,2012,Yes,2,No,Marble,1,1,Yes,8,10070656
Rajpara,1904,3,1,2020,Yes,2,No,Wood,1,1,No,7,7251312
Rajpara,2014,4,1,2009,No,1,No,Cement,1,1,Yes,8,8538178
Motihar,1027,4,2,2012,No,1,No,Marble,1,1,Yes,6,3747224
Boalia,2614,3,3,1996,No,1,No,Wood,2,1,Yes,7,8563549
Boalia,706,5,3,1993,Yes,1,Yes,Wood,2,1,Yes,1,2415845
Shah Makhdum,1258,4,3,2013,No,1,No,Tile,2,1,No,10,3729046
Paba,1782,3,1,2003,No,1,No,Cement,2,1,Yes,5,5549572
Motihar,2912,4,2,2014,No,1,No,Wood,2,1,Yes,4,11530533
Motihar,1825,5,1,1996,No,1,No,Cement,1,1,No,10,6261997
Motihar,754,3,3,2004,No,2,No,Marble,2,1,Yes,3,2976866
Boalia,1495,4,1,2002,No,1,No,Marble,2,1,Yes,2,5022140
Paba,2121,1,2,2008,Yes,1,No,Cement,2,1,Yes,9,6561784
Shah Makhdum,2220,5,3,2001,Yes,2,No,Wood,2,1,Yes,8,7397372
Rajpara,1592,4,1,2015,Yes,2,No,Wood,2,1,Yes,10,6084982
Rajpara,2892,2,2,2022,Yes,0,No,Marble,1,1,No,2,10840108
Motihar,1923,3,1,2004,Yes,0,No,Wood,1,1,Yes,6,7784367
